species,input_area,lh_param,data_area,method_or_source,estimate,version
rebs rockfish,AI,vbgf_k_cm-1,AI,Spencer et al. 2020,0.06,1
rebs rockfish,AI,vbgf_linf_cm,AI,Spencer et al. 2020,51.53,1
rebs rockfish,BC,dry_weight_g,NA,NA,NA,1
rebs rockfish,BC,gsi,NA,NA,NA,1
rebs rockfish,BC,maxage_yr,NA,NA,NA,1
rebs rockfish,BC,temp_C,NA,NA,NA,1
rebs rockfish,BC,vbgf_k_cm-1,NA,NA,NA,1
rebs rockfish,BC,vbgf_linf_cm,NA,NA,NA,1
rebs rockfish,BS,dry_weight_g,NA,NA,NA,1
rebs rockfish,BS,gsi,NA,NA,NA,1
rebs rockfish,BS,maxage_yr,BS,AFSC max age,130,1
rebs rockfish,BS,maxage_yr,BS,AFSC mean top 5,120.2,2
rebs rockfish,BS,temp_C,NA,NA,NA,1
rebs rockfish,BS,vbgf_k_cm-1,NA,NA,NA,1
rebs rockfish,BS,vbgf_linf_cm,NA,NA,NA,1
rebs rockfish,GOA,dry_weight_g,GOA,McCoy and Gillooly 2008,9380,1
rebs rockfish,GOA,gsi,GOA,Gunderson 1997; McDermott 1994,0.02,1
rebs rockfish,GOA,maxage_yr,GOA,AFSC max age,135,1
rebs rockfish,GOA,maxage_yr,GOA,AFSC mean top 5,119.8,2
rebs rockfish,GOA,maxage_yr,GOA - Southern Southeast AK (SSEA),Munk 2001,205,3
rebs rockfish,GOA,temp_C,GOA,McCoy and Gillooly 2008,4.5,1
rebs rockfish,GOA,vbgf_k_cm-1,GOA,Shotwell and Hanselman 2019,0.09,1
rebs rockfish,GOA,vbgf_linf_cm,GOA,Shotwell and Hanselman 2019,49.6,1
rebs rockfish,multi_region,dry_weight_g,NA,NA,NA,1
rebs rockfish,multi_region,gsi,NA,NA,NA,1
rebs rockfish,multi_region,maxage_yr,NA,NA,NA,1
rebs rockfish,multi_region,temp_C,NA,NA,NA,1
rebs rockfish,multi_region,vbgf_k_cm-1,NA,NA,NA,1
rebs rockfish,multi_region,vbgf_linf_cm,NA,NA,NA,1
rebs rockfish,WC,dry_weight_g,NA,NA,NA,1
rebs rockfish,WC,gsi,NA,NA,NA,1
rebs rockfish,WC,maxage_yr,NA,NA,NA,1
rebs rockfish,WC,temp_C,NA,NA,NA,1
rebs rockfish,WC,vbgf_k_cm-1,NA,NA,NA,1
rebs rockfish,WC,vbgf_linf_cm,NA,NA,NA,1
redbanded rockfish,AI,dry_weight_g,NA,NA,NA,1
redbanded rockfish,AI,gsi,NA,NA,NA,1
redbanded rockfish,AI,maxage_yr,NA,NA,NA,1
redbanded rockfish,AI,temp_C,NA,NA,NA,1
redbanded rockfish,AI,vbgf_k_cm-1,NA,NA,NA,1
redbanded rockfish,AI,vbgf_linf_cm,NA,NA,NA,1
redbanded rockfish,BC,dry_weight_g,NA,NA,NA,1
redbanded rockfish,BC,gsi,NA,NA,NA,1
redbanded rockfish,BC,maxage_yr,NA,NA,NA,1
redbanded rockfish,BC,temp_C,NA,NA,NA,1
redbanded rockfish,BC,vbgf_k_cm-1,BC,Haigh and Starr 2006,0.05,1
redbanded rockfish,BC,vbgf_linf_cm,BC,Haigh and Starr 2006,54.8,1
redbanded rockfish,BS,dry_weight_g,NA,NA,NA,1
redbanded rockfish,BS,gsi,NA,NA,NA,1
redbanded rockfish,BS,maxage_yr,NA,NA,NA,1
redbanded rockfish,BS,temp_C,NA,NA,NA,1
redbanded rockfish,BS,vbgf_k_cm-1,NA,NA,NA,1
redbanded rockfish,BS,vbgf_linf_cm,NA,NA,NA,1
redbanded rockfish,GOA,dry_weight_g,GOA,McCoy and Gillooly 2008,1960,1
redbanded rockfish,GOA,gsi,NA,NA,NA,1
redbanded rockfish,GOA,maxage_yr,GOA - Southern Southeast AK (SSEA),ADF&G Age Determination Unit website,106,1
redbanded rockfish,GOA,temp_C,GOA,McCoy and Gillooly 2008,5.5,1
redbanded rockfish,GOA,vbgf_k_cm-1,NA,NA,NA,1
redbanded rockfish,GOA,vbgf_linf_cm,NA,NA,NA,1
redbanded rockfish,multi_region,dry_weight_g,NA,NA,NA,1
redbanded rockfish,multi_region,gsi,NA,NA,NA,1
redbanded rockfish,multi_region,maxage_yr,NA,NA,NA,1
redbanded rockfish,multi_region,temp_C,NA,NA,NA,1
redbanded rockfish,multi_region,vbgf_k_cm-1,NA,NA,NA,1
redbanded rockfish,multi_region,vbgf_linf_cm,NA,NA,NA,1
redbanded rockfish,WC,dry_weight_g,NA,NA,NA,1
redbanded rockfish,WC,gsi,NA,NA,NA,1
redbanded rockfish,WC,maxage_yr,NA,NA,NA,1
redbanded rockfish,WC,temp_C,NA,NA,NA,1
redbanded rockfish,WC,vbgf_k_cm-1,NA,NA,NA,1
redbanded rockfish,WC,vbgf_linf_cm,NA,NA,NA,1
redstripe rockfish,AI,dry_weight_g,NA,NA,NA,1
redstripe rockfish,AI,gsi,NA,NA,NA,1
redstripe rockfish,AI,maxage_yr,NA,NA,NA,1
redstripe rockfish,AI,temp_C,NA,NA,NA,1
redstripe rockfish,AI,vbgf_k_cm-1,NA,NA,NA,1
redstripe rockfish,AI,vbgf_linf_cm,NA,NA,NA,1
redstripe rockfish,BC,dry_weight_g,NA,NA,NA,1
redstripe rockfish,BC,gsi,NA,NA,NA,1
redstripe rockfish,BC,maxage_yr,BC,ADF&G Age Determination Unit website,55,1
redstripe rockfish,BC,temp_C,NA,NA,NA,1
redstripe rockfish,BC,vbgf_k_cm-1,NA,NA,NA,1
redstripe rockfish,BC,vbgf_linf_cm,NA,NA,NA,1
redstripe rockfish,BS,dry_weight_g,NA,NA,NA,1
redstripe rockfish,BS,gsi,NA,NA,NA,1
redstripe rockfish,BS,maxage_yr,NA,NA,NA,1
redstripe rockfish,BS,temp_C,NA,NA,NA,1
redstripe rockfish,BS,vbgf_k_cm-1,NA,NA,NA,1
redstripe rockfish,BS,vbgf_linf_cm,NA,NA,NA,1
redstripe rockfish,GOA,dry_weight_g,NA,NA,NA,1
redstripe rockfish,GOA,gsi,NA,NA,NA,1
redstripe rockfish,GOA,maxage_yr,GOA,AFSC max age,46,1
redstripe rockfish,GOA,maxage_yr,GOA,AFSC mean top 5,39.2,2
redstripe rockfish,GOA,temp_C,NA,NA,NA,1
redstripe rockfish,GOA,vbgf_k_cm-1,NA,NA,NA,1
redstripe rockfish,GOA,vbgf_linf_cm,NA,NA,NA,1
redstripe rockfish,multi_region,dry_weight_g,NA,NA,NA,1
redstripe rockfish,multi_region,gsi,NA,NA,NA,1
redstripe rockfish,multi_region,maxage_yr,NA,NA,NA,1
redstripe rockfish,multi_region,temp_C,NA,NA,NA,1
redstripe rockfish,multi_region,vbgf_k_cm-1,NA,NA,NA,1
redstripe rockfish,multi_region,vbgf_linf_cm,NA,NA,NA,1
redstripe rockfish,WC,dry_weight_g,NA,NA,NA,1
redstripe rockfish,WC,gsi,NA,NA,NA,1
redstripe rockfish,WC,maxage_yr,NA,NA,NA,1
redstripe rockfish,WC,temp_C,NA,NA,NA,1
redstripe rockfish,WC,vbgf_k_cm-1,NA,NA,NA,1
redstripe rockfish,WC,vbgf_linf_cm,NA,NA,NA,1
rougheye rockfish,AI,dry_weight_g,NA,NA,NA,1
rougheye rockfish,AI,gsi,NA,NA,NA,1
rougheye rockfish,AI,maxage_yr,AI,AFSC max age,131,1
rougheye rockfish,AI,maxage_yr,AI,AFSC mean top 5,117.4,2
rougheye rockfish,AI,temp_C,NA,NA,NA,1
rougheye rockfish,AI,vbgf_k_cm-1,NA,NA,NA,1
rougheye rockfish,AI,vbgf_linf_cm,NA,NA,NA,1
rougheye rockfish,BC,dry_weight_g,NA,NA,NA,1
rougheye rockfish,BC,gsi,NA,NA,NA,1
rougheye rockfish,BC,maxage_yr,NA,NA,NA,1
rougheye rockfish,BC,temp_C,NA,NA,NA,1
rougheye rockfish,BC,vbgf_k_cm-1,NA,NA,NA,1
rougheye rockfish,BC,vbgf_linf_cm,NA,NA,NA,1
rougheye rockfish,BS,dry_weight_g,NA,NA,NA,1
rougheye rockfish,BS,gsi,NA,NA,NA,1
rougheye rockfish,BS,maxage_yr,BS,AFSC max age,130,1
rougheye rockfish,BS,maxage_yr,BS,AFSC mean top 5,120.2,2
rougheye rockfish,BS,temp_C,NA,NA,NA,1
rougheye rockfish,BS,vbgf_k_cm-1,NA,NA,NA,1
rougheye rockfish,BS,vbgf_linf_cm,NA,NA,NA,1
rougheye rockfish,GOA,dry_weight_g,NA,NA,NA,1
rougheye rockfish,GOA,gsi,NA,NA,NA,1
rougheye rockfish,GOA,maxage_yr,GOA,AFSC max age,135,1
rougheye rockfish,GOA,maxage_yr,GOA,AFSC mean top 5,119.8,2
rougheye rockfish,GOA,maxage_yr,GOA,Munk 2001,205,3
rougheye rockfish,GOA,temp_C,NA,NA,NA,1
rougheye rockfish,GOA,vbgf_k_cm-1,GOA,Shotwell et al. 2019,0.109,1
rougheye rockfish,GOA,vbgf_linf_cm,GOA,Shotwell et al. 2019,53.6,1
rougheye rockfish,multi_region,dry_weight_g,NA,NA,NA,1
rougheye rockfish,multi_region,gsi,NA,NA,NA,1
rougheye rockfish,multi_region,maxage_yr,NA,NA,NA,1
rougheye rockfish,multi_region,temp_C,NA,NA,NA,1
rougheye rockfish,multi_region,vbgf_k_cm-1,NA,NA,NA,1
rougheye rockfish,multi_region,vbgf_linf_cm,NA,NA,NA,1
rougheye rockfish,WC,dry_weight_g,NA,NA,NA,1
rougheye rockfish,WC,gsi,NA,NA,NA,1
rougheye rockfish,WC,maxage_yr,NA,NA,NA,1
rougheye rockfish,WC,temp_C,NA,NA,NA,1
rougheye rockfish,WC,vbgf_k_cm-1,NA,NA,NA,1
rougheye rockfish,WC,vbgf_linf_cm,NA,NA,NA,1
sharpchin rockfish,AI,dry_weight_g,NA,NA,NA,1
sharpchin rockfish,AI,gsi,NA,NA,NA,1
sharpchin rockfish,AI,maxage_yr,NA,NA,NA,1
sharpchin rockfish,AI,temp_C,NA,NA,NA,1
sharpchin rockfish,AI,vbgf_k_cm-1,NA,NA,NA,1
sharpchin rockfish,AI,vbgf_linf_cm,NA,NA,NA,1
sharpchin rockfish,BC,dry_weight_g,NA,NA,NA,1
sharpchin rockfish,BC,gsi,NA,NA,NA,1
sharpchin rockfish,BC,maxage_yr,NA,NA,NA,1
sharpchin rockfish,BC,temp_C,NA,NA,NA,1
sharpchin rockfish,BC,vbgf_k_cm-1,BC,Archibald 1981,0.095,1
sharpchin rockfish,BC,vbgf_linf_cm,BC,Archibald 1981,34.9,1
sharpchin rockfish,BS,dry_weight_g,NA,NA,NA,1
sharpchin rockfish,BS,gsi,NA,NA,NA,1
sharpchin rockfish,BS,maxage_yr,NA,NA,NA,1
sharpchin rockfish,BS,temp_C,NA,NA,NA,1
sharpchin rockfish,BS,vbgf_k_cm-1,NA,NA,NA,1
sharpchin rockfish,BS,vbgf_linf_cm,NA,NA,NA,1
sharpchin rockfish,GOA,dry_weight_g,GOA,McCoy and Gillooly 2008,533,1
sharpchin rockfish,GOA,gsi,NA,NA,NA,1
sharpchin rockfish,GOA,maxage_yr,GOA,AFSC max age,48,1
sharpchin rockfish,GOA,maxage_yr,GOA,AFSC mean top 5,43.4,2
sharpchin rockfish,GOA,temp_C,GOA,McCoy and Gillooly 2008,6,1
sharpchin rockfish,GOA,vbgf_k_cm-1,GOA,Malecha et al. 2007,0.131,1
sharpchin rockfish,GOA,vbgf_linf_cm,GOA,Malecha et al. 2007,32.64,1
sharpchin rockfish,multi_region,dry_weight_g,NA,NA,NA,1
sharpchin rockfish,multi_region,gsi,NA,NA,NA,1
sharpchin rockfish,multi_region,maxage_yr,NA,NA,NA,1
sharpchin rockfish,multi_region,temp_C,NA,NA,NA,1
sharpchin rockfish,multi_region,vbgf_k_cm-1,NA,NA,NA,1
sharpchin rockfish,multi_region,vbgf_linf_cm,NA,NA,NA,1
sharpchin rockfish,WC,dry_weight_g,NA,NA,NA,1
sharpchin rockfish,WC,gsi,NA,NA,NA,1
sharpchin rockfish,WC,maxage_yr,WC,Cope et al. 2015,58,1
sharpchin rockfish,WC,temp_C,NA,NA,NA,1
sharpchin rockfish,WC,vbgf_k_cm-1,WC,Cope et al. 2015,0.17,1
sharpchin rockfish,WC,vbgf_linf_cm,WC,Cope et al. 2015,33.21,1
shortraker rockfish,AI,dry_weight_g,NA,NA,NA,1
shortraker rockfish,AI,gsi,NA,NA,NA,1
shortraker rockfish,AI,maxage_yr,AI,AFSC max age,124,1
shortraker rockfish,AI,maxage_yr,AI,AFSC mean top 5,110,2
shortraker rockfish,AI,temp_C,NA,NA,NA,1
shortraker rockfish,AI,vbgf_k_cm-1,NA,NA,NA,1
shortraker rockfish,AI,vbgf_linf_cm,NA,NA,NA,1
shortraker rockfish,BC,dry_weight_g,NA,NA,NA,1
shortraker rockfish,BC,gsi,NA,NA,NA,1
shortraker rockfish,BC,maxage_yr,BC,Chilton and Beamish 1982,120,1
shortraker rockfish,BC,temp_C,NA,NA,NA,1
shortraker rockfish,BC,vbgf_k_cm-1,NA,NA,NA,1
shortraker rockfish,BC,vbgf_linf_cm,NA,NA,NA,1
shortraker rockfish,BS,dry_weight_g,NA,NA,NA,1
shortraker rockfish,BS,gsi,NA,NA,NA,1
shortraker rockfish,BS,maxage_yr,NA,NA,NA,1
shortraker rockfish,BS,temp_C,NA,NA,NA,1
shortraker rockfish,BS,vbgf_k_cm-1,NA,NA,NA,1
shortraker rockfish,BS,vbgf_linf_cm,NA,NA,NA,1
shortraker rockfish,GOA,dry_weight_g,GOA,McCoy and Gillooly 2008,9300,1
shortraker rockfish,GOA,gsi,NA,NA,NA,1
shortraker rockfish,GOA,maxage_yr,GOA,AFSC max age,146,1
shortraker rockfish,GOA,maxage_yr,GOA,AFSC mean top 5,127.8,2
shortraker rockfish,GOA,maxage_yr,GOA,Munk 2001,157,3
shortraker rockfish,GOA,maxage_yr,GOA - PWS,ADF&G Age Determination Unit website,160,4
shortraker rockfish,GOA,temp_C,GOA,McCoy and Gillooly 2008,4.5,1
shortraker rockfish,GOA,vbgf_k_cm-1,NA,NA,NA,1
shortraker rockfish,GOA,vbgf_linf_cm,NA,NA,NA,1
shortraker rockfish,multi_region,dry_weight_g,NA,NA,NA,1
shortraker rockfish,multi_region,gsi,NA,NA,NA,1
shortraker rockfish,multi_region,maxage_yr,NA,NA,NA,1
shortraker rockfish,multi_region,temp_C,NA,NA,NA,1
shortraker rockfish,multi_region,vbgf_k_cm-1,"GOA, AI, BS",Hutchinson 2004,0.03,1
shortraker rockfish,multi_region,vbgf_linf_cm,"GOA, AI, BS",Hutchinson 2004,84.6,1
shortraker rockfish,WC,dry_weight_g,NA,NA,NA,1
shortraker rockfish,WC,gsi,NA,NA,NA,1
shortraker rockfish,WC,maxage_yr,NA,NA,NA,1
shortraker rockfish,WC,temp_C,NA,NA,NA,1
shortraker rockfish,WC,vbgf_k_cm-1,NA,NA,NA,1
shortraker rockfish,WC,vbgf_linf_cm,NA,NA,NA,1
shortspine thornyhead,AI,dry_weight_g,NA,NA,NA,1
shortspine thornyhead,AI,gsi,AI,Pearson and Gunderson 2003,0.0094,1
shortspine thornyhead,AI,maxage_yr,NA,NA,NA,1
shortspine thornyhead,AI,temp_C,NA,NA,NA,1
shortspine thornyhead,AI,vbgf_k_cm-1,NA,NA,NA,1
shortspine thornyhead,AI,vbgf_linf_cm,NA,NA,NA,1
shortspine thornyhead,BC,dry_weight_g,NA,NA,NA,1
shortspine thornyhead,BC,gsi,NA,NA,NA,1
shortspine thornyhead,BC,maxage_yr,NA,NA,NA,1
shortspine thornyhead,BC,temp_C,NA,NA,NA,1
shortspine thornyhead,BC,vbgf_k_cm-1,NA,NA,NA,1
shortspine thornyhead,BC,vbgf_linf_cm,NA,NA,NA,1
shortspine thornyhead,BS,dry_weight_g,NA,NA,NA,1
shortspine thornyhead,BS,gsi,BS,Pearson and Gunderson 2003,0.0091,1
shortspine thornyhead,BS,maxage_yr,NA,NA,NA,1
shortspine thornyhead,BS,temp_C,NA,NA,NA,1
shortspine thornyhead,BS,vbgf_k_cm-1,NA,NA,NA,1
shortspine thornyhead,BS,vbgf_linf_cm,NA,NA,NA,1
shortspine thornyhead,GOA,dry_weight_g,GOA,McCoy and Gillooly 2008,2470,1
shortspine thornyhead,GOA,gsi,GOA,Pearson and Gunderson 2003,0.0072,1
shortspine thornyhead,GOA,maxage_yr,GOA - SE AK,Miller 1985,62,1
shortspine thornyhead,GOA,maxage_yr,GOA - PWS,ADF&G Age Determination Unit website,133,2
shortspine thornyhead,GOA,temp_C,GOA,McCoy and Gillooly 2008,2.8,1
shortspine thornyhead,GOA,vbgf_k_cm-1,NA,NA,NA,1
shortspine thornyhead,GOA,vbgf_linf_cm,NA,NA,NA,1
shortspine thornyhead,multi_region,dry_weight_g,NA,NA,NA,1
shortspine thornyhead,multi_region,gsi,NA,NA,NA,1
shortspine thornyhead,multi_region,maxage_yr,"GOA, WC",Kastelle et al. 2000 (minimum),50,1
shortspine thornyhead,multi_region,maxage_yr,"GOA, WC",Kastelle et al. 2000 (maximum),100,2
shortspine thornyhead,multi_region,maxage_yr,"GOA, AI, BS, WC",Pearson and Gunderson 2003 (minimum),250,3
shortspine thornyhead,multi_region,maxage_yr,"GOA, AI, BS, WC",Pearson and Gunderson 2003 (maximum),313,4
